time,users,connected 
0,20,19 
10,25,2 
20,25,-17 
30,25,-4 
40,34,34 
50,56,4 
60,56,-21 
70,56,-15 
80,56,25 
90,104,73 
100,111,-41 
110,111,-43 
120,111,-16 
130,139,130 
140,213,53 
150,213,-129 
160,213,-43 
170,213,-10 
180,213,118 
190,370,250 
200,389,-169 
210,389,-164 
220,389,-33 
230,389,-3 
240,552,524 
250,806,158 
260,806,-460 
270,806,-180 
280,806,-41 
290,806,0 
300,806,404 
310,1486,1061 
320,1597,-605 
330,1597,-685 
340,1597,-158 
350,1597,-18 
360,1597,0 
370,1597,0 
380,2134,2084 
390,3230,611 
400,3230,-1817 
410,3230,-748 
420,3230,-112 
430,3230,-16 
440,3230,-2 
450,3230,1790 
460,6183,4361 
470,6658,-1005 
480,6658,-2059 
490,6658,-1733 
500,6658,-950 
510,6658,-333 
520,6658,-59 
530,6658,-11 
540,6658,3523 
550,10495,6784 
560,11044,-726 
570,11044,-2800 
580,11044,-3293 
590,11044,-1561 
600,11044,-1060 
610,11044,-379 
620,11044,-258 
630,11044,-204 
640,11044,-24 
647,11044,-3 
