time,200,500,400,504,404,422,302 
0,19,,,,,,10 
10,89,,,,,,63 
20,138,,,,,,88 
30,146,,,,,,93 
40,189,,,,,,117 
50,293,,,,,,190 
60,371,,,,,,239 
70,388,,,,,,247 
80,396,,,,,,250 
90,530,,,,,,328 
100,819,,,,,,550 
110,1002,,,,,,656 
120,1027,,,,,,665 
130,1097,,,,,,685 
140,1527,,,,,,970 
150,2026,,,,,,1311 
160,2213,,,,,,1413 
170,2243,,,,,,1423 
180,2249,,,,,,1426 
190,2390,,,,,,1455 
200,3268,,,,,,2043 
210,4226,,,,,,2755 
220,4659,,,,,,2954 
230,4776,,,,,,3005 
240,4819,,,,,,3036 
250,4825,,,,,,3041 
260,5438,,,,,,3386 
270,5998,,,,,,3879 
280,6734,,,,,,4461 
290,7383,,,,,,4878 
300,8148,14,1,,,,5305 
310,8811,162,8,,,21,5670 
320,9346,184,13,,1,27,5868 
330,9513,184,13,1,2,28,5933 
340,9556,184,13,7,8,33,5938 
350,9576,184,13,17,16,44,5938 
360,9597,184,13,39,24,64,5938 
370,9641,184,13,55,47,79,5938 
380,9673,184,13,78,64,95,5938 
390,9701,184,13,86,77,108,5938 
400,9710,184,13,86,83,108,5938 
402,9710,184,13,86,83,108,5938 
