time,load@tsung_controller@ip-172-31-31-91 
0,0.03125 
10,0.03125 
20,0.03125 
30,0.03125 
40,0.03125 
50,0.03125 
60,0.03125 
70,0.03125 
80,0.03125 
90,0.03125 
100,0.03125 
110,0.03125 
120,0.03125 
130,0.03125 
140,0.03125 
150,0.03125 
160,0.03125 
170,0.03125 
180,0.03125 
190,0.03125 
200,0.03125 
210,0.078125 
220,0.078125 
230,0.078125 
240,0.078125 
250,0.078125 
260,0.109375 
270,0.3203125 
280,0.3203125 
290,0.3203125 
300,0.3203125 
310,0.3203125 
320,0.44921875 
330,0.76953125 
340,0.80078125 
350,0.80078125 
360,0.80078125 
370,0.80078125 
380,0.80078125 
390,0.80078125 
400,0.859375 
410,0.87890625 
420,0.9609375 
430,0.9609375 
440,0.9609375 
450,0.9609375 
452,0.9609375 
