time,sentpackets@tsung_controller@ip-172-31-29-147 
10,228 
20,434 
30,434 
40,434 
50,483 
60,1590 
70,1590 
80,1590 
90,1590 
100,1590 
110,1635 
120,1635 
130,1635 
140,1635 
150,2939 
160,2939 
170,2939 
180,2939 
190,2939 
200,6011 
210,6011 
220,6011 
230,6011 
240,6011 
250,12933 
260,12933 
270,12933 
280,12933 
290,12933 
300,12933 
310,15250 
320,28419 
330,28419 
340,28419 
350,28419 
360,28419 
370,28419 
380,28419 
390,28419 
400,30146 
410,63009 
420,63009 
430,63009 
440,63009 
450,63009 
460,63009 
470,63009 
480,63009 
490,63009 
497,63009 
